HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Transported,Deck,Deck_Num,Deck_Side,Group,GroupSize
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,150.0,P,1018,1
Earth,False,Unknown,36.0,False,1.0,1410.0,0.0,1.0,0.0,True,F,191.0,S,1019,1
Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,F,208.0,P,1020,1
Earth,False,TRAPPIST-1e,15.0,False,48.0,6.0,0.0,954.0,0.0,False,F,82.0,S,1022,1
Earth,False,55 Cancri e,18.0,False,187.0,12.0,0.0,1277.0,0.0,False,F,209.0,P,1024,1
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,152.0,P,1024,2
Unknown,False,55 Cancri e,54.0,False,0.0,5.0,0.0,594.0,209.0,False,G,152.0,P,1024,3
Earth,False,55 Cancri e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,152.0,P,1024,4
Earth,False,TRAPPIST-1e,20.0,False,759.0,0.0,106.0,202.0,0.0,False,F,210.0,P,1025,1
Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,159.0,S,1026,1
Mars,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,F,211.0,P,1027,1
Mars,False,TRAPPIST-1e,46.0,False,1454.0,0.0,81.0,38.0,0.0,False,F,211.0,P,1027,2
Mars,False,TRAPPIST-1e,31.0,False,231.0,0.0,0.0,279.0,9.0,False,F,211.0,P,1027,3
Mars,False,55 Cancri e,3.0,False,0.0,0.0,0.0,0.0,0.0,True,F,211.0,P,1027,4
Mars,True,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,F,212.0,P,1029,1
Earth,False,TRAPPIST-1e,23.0,False,1081.0,0.0,0.0,0.0,7.0,False,F,213.0,P,1030,1
Earth,False,TRAPPIST-1e,14.0,False,756.0,84.0,0.0,8.0,99.0,False,F,194.0,S,1031,1
Earth,True,PSO J318.5-22,25.0,False,0.0,0.0,0.0,0.0,0.0,False,G,153.0,P,1032,1
Earth,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,G,154.0,P,1033,1
Earth,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,675.0,213.0,False,G,155.0,P,1034,1
Mars,False,55 Cancri e,13.0,False,4.0,0.0,1973.0,0.0,39.0,True,F,214.0,P,1035,1
Earth,True,PSO J318.5-22,24.0,False,0.0,0.0,0.0,0.0,0.0,True,G,161.0,S,1036,1
Earth,False,TRAPPIST-1e,47.0,False,0.0,306.0,84.0,499.0,0.0,False,G,163.0,S,1038,1
Earth,False,PSO J318.5-22,15.0,False,521.0,162.0,62.0,5.0,0.0,True,G,164.0,S,1040,1
Europa,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,True,F,82.0,S,1041,1
Earth,False,TRAPPIST-1e,49.0,False,0.0,0.0,1526.0,960.0,0.0,False,F,215.0,P,1043,1
Europa,False,TRAPPIST-1e,37.0,False,0.0,0.0,0.0,0.0,0.0,False,C,38.0,P,1045,1
Europa,False,TRAPPIST-1e,44.0,False,0.0,2349.0,7.0,815.0,10896.0,False,C,38.0,P,1045,2
Earth,False,TRAPPIST-1e,16.0,False,507.0,0.0,0.0,0.0,0.0,False,F,196.0,S,1046,1
Earth,True,TRAPPIST-1e,58.0,False,0.0,0.0,0.0,0.0,0.0,True,G,156.0,P,1047,1
Earth,False,TRAPPIST-1e,20.0,False,0.0,537.0,612.0,3.0,0.0,True,F,216.0,P,1048,1
Mars,True,55 Cancri e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,F,217.0,P,1049,1
Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,F,217.0,P,1049,2
Earth,False,TRAPPIST-1e,21.0,False,2.0,447.0,81.0,74.0,0.0,False,F,197.0,S,1051,1
Earth,False,55 Cancri e,22.0,False,0.0,0.0,21.0,0.0,0.0,False,F,198.0,S,1052,1
Earth,False,PSO J318.5-22,27.0,False,182.0,0.0,0.0,0.0,376.0,False,F,199.0,S,1053,1
Earth,False,TRAPPIST-1e,58.0,False,0.0,0.0,828.0,0.0,96.0,True,F,200.0,S,1054,1
Unknown,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,True,F,218.0,P,1056,1
Mars,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,True,F,218.0,P,1056,2
Europa,True,55 Cancri e,20.0,False,0.0,0.0,0.0,0.0,0.0,True,C,39.0,P,1057,1
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,27.0,53.0,677.0,False,F,201.0,S,1058,1
Earth,False,TRAPPIST-1e,57.0,False,0.0,20.0,157.0,21.0,689.0,False,G,166.0,S,1060,1
Earth,False,TRAPPIST-1e,26.0,False,0.0,773.0,48.0,0.0,149.0,False,F,219.0,P,1062,1
Unknown,False,TRAPPIST-1e,38.0,False,0.0,3262.0,0.0,295.0,1374.0,True,B,38.0,P,1063,1
Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,B,38.0,P,1063,2
Mars,True,TRAPPIST-1e,28.82793046746535,False,0.0,0.0,0.0,0.0,0.0,True,F,202.0,S,1065,1
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,220.0,P,1066,1
Earth,True,PSO J318.5-22,38.0,False,0.0,0.0,0.0,0.0,0.0,False,G,167.0,S,1068,1
Unknown,False,TRAPPIST-1e,35.0,False,415.0,1328.0,0.0,14.0,60.0,False,T,0.0,P,1071,1
Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,True,B,41.0,S,1075,1
Europa,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,B,41.0,S,1075,2
Earth,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,False,G,161.0,P,1076,1
Earth,False,TRAPPIST-1e,37.0,False,0.0,113.0,0.0,283.0,455.0,False,G,162.0,P,1077,1
Earth,False,55 Cancri e,25.0,False,79.0,709.0,0.0,0.0,0.0,False,E,60.0,P,1078,1
Earth,False,55 Cancri e,41.0,False,638.0,0.0,133.0,0.0,0.0,False,G,163.0,P,1079,1
Mars,False,TRAPPIST-1e,50.0,False,202.0,0.0,1108.0,0.0,0.0,False,F,204.0,S,1080,1
Mars,False,TRAPPIST-1e,33.0,False,694.0,0.0,60.0,564.0,0.0,False,F,205.0,S,1082,1
Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,206.0,S,1083,1
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,True,F,206.0,S,1083,2
Mars,False,TRAPPIST-1e,18.0,False,556.0,0.0,0.0,852.0,6.0,True,F,206.0,S,1083,3
Earth,False,TRAPPIST-1e,31.0,False,0.0,1.0,0.0,16.0,843.0,False,F,207.0,S,1084,1
Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,0.0,False,G,165.0,P,1085,1
Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,166.0,P,1086,1
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,166.0,P,1086,2
Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,166.0,P,1086,3
Earth,False,Unknown,19.0,False,0.0,0.0,0.0,641.0,0.0,True,E,61.0,P,1086,4
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,True,G,166.0,P,1086,5
Earth,True,PSO J318.5-22,20.0,False,0.0,0.0,0.0,0.0,0.0,False,G,169.0,S,1088,1
Unknown,True,55 Cancri e,33.0,False,0.0,0.0,0.0,0.0,0.0,True,D,41.0,P,1089,1
Europa,False,TRAPPIST-1e,26.0,False,0.0,565.0,1.0,677.0,794.0,False,D,41.0,P,1089,2
Mars,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,True,F,223.0,P,1091,1
Mars,False,TRAPPIST-1e,23.0,False,1862.0,59.0,18.0,192.0,0.0,True,D,42.0,P,1093,1
Earth,False,TRAPPIST-1e,60.0,False,437.0,2.0,0.0,0.0,365.0,False,F,224.0,P,1094,1
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,82.0,S,1095,1
Earth,False,TRAPPIST-1e,28.82793046746535,False,233.0,0.0,0.0,0.0,488.0,False,G,170.0,S,1096,1
Mars,True,TRAPPIST-1e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,E,76.0,S,1097,1
Earth,False,PSO J318.5-22,22.0,False,0.0,78.0,642.0,0.0,0.0,False,F,225.0,P,1099,1
Mars,False,TRAPPIST-1e,18.0,False,490.0,355.0,298.0,245.0,0.0,False,F,226.0,P,1100,1
Mars,False,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,F,226.0,P,1100,2
Mars,False,TRAPPIST-1e,18.0,False,787.0,0.0,106.0,1710.0,0.0,False,F,226.0,P,1100,3
Mars,False,TRAPPIST-1e,29.0,False,528.0,271.0,99.0,0.0,130.0,False,E,62.0,P,1100,4
Mars,False,PSO J318.5-22,39.0,False,173.0,0.0,660.0,1.0,781.0,False,F,227.0,P,1102,1
Earth,False,TRAPPIST-1e,17.0,False,82.0,0.0,263.0,16.0,515.0,False,F,208.0,S,1105,1
Mars,False,TRAPPIST-1e,58.0,False,55.0,0.0,756.0,246.0,100.0,False,F,211.0,S,1108,1
Mars,True,TRAPPIST-1e,5.0,False,0.0,0.0,0.0,0.0,0.0,True,F,211.0,S,1108,2
Europa,False,TRAPPIST-1e,23.0,False,0.0,24.0,0.0,55.0,7516.0,False,C,42.0,S,1110,1
Europa,False,55 Cancri e,26.0,False,8.0,6138.0,0.0,3.0,754.0,True,C,42.0,S,1110,2
Europa,False,55 Cancri e,40.0,False,0.0,4076.0,6124.0,58.0,100.0,True,B,39.0,P,1112,1
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,0.0,719.0,True,E,78.0,S,1113,1
Mars,False,TRAPPIST-1e,38.0,True,936.0,0.0,363.0,0.0,0.0,False,E,79.0,S,1114,1
Mars,False,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,False,E,79.0,S,1114,2
Earth,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,G,173.0,S,1115,1
Earth,False,TRAPPIST-1e,9.0,False,0.0,0.0,0.0,0.0,0.0,True,G,174.0,S,1116,1
Earth,False,TRAPPIST-1e,36.0,False,0.0,3011.0,0.0,0.0,98.0,True,F,82.0,S,1116,2
Earth,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,G,174.0,S,1116,3
Earth,False,TRAPPIST-1e,18.0,False,855.0,0.0,51.0,0.0,0.0,False,E,63.0,P,1117,1
Earth,False,PSO J318.5-22,55.0,False,98.0,46.0,0.0,743.0,0.0,True,F,229.0,P,1121,1
Europa,False,TRAPPIST-1e,28.0,False,0.0,402.0,0.0,135.0,9010.0,False,B,40.0,P,1123,1
Europa,True,55 Cancri e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,B,43.0,S,1127,1
Earth,False,TRAPPIST-1e,28.0,False,2.0,0.0,0.0,787.0,3.0,False,E,80.0,S,1129,1
Mars,True,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,0.0,0.0,False,E,81.0,S,1130,1
Mars,False,55 Cancri e,20.0,False,0.0,3.0,3505.0,199.0,17.0,True,D,38.0,S,1130,2
Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,False,F,82.0,S,1132,1
Mars,False,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,True,E,64.0,P,1133,1
Europa,True,55 Cancri e,13.0,False,0.0,0.0,0.0,0.0,0.0,True,F,82.0,S,1134,1
Earth,False,TRAPPIST-1e,32.0,False,0.0,1755.0,0.0,0.0,67.0,True,G,175.0,S,1136,1
Europa,False,TRAPPIST-1e,53.0,False,0.0,143.0,1632.0,3.0,756.0,True,B,46.0,S,1140,1
Europa,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,B,46.0,S,1140,2
Europa,True,55 Cancri e,42.0,False,0.0,0.0,0.0,0.0,0.0,True,B,46.0,S,1140,3
Earth,True,TRAPPIST-1e,19.0,False,0.0,0.0,0.0,0.0,0.0,True,G,176.0,S,1141,1
Earth,False,TRAPPIST-1e,54.0,False,0.0,0.0,0.0,0.0,908.0,True,G,173.0,P,1142,1
Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,True,G,177.0,S,1144,1
Earth,False,TRAPPIST-1e,35.0,False,482.0,0.0,884.0,0.0,30.0,False,F,217.0,S,1144,2
Earth,False,TRAPPIST-1e,55.0,False,412.0,97.0,3.0,0.0,0.0,False,G,177.0,S,1144,3
Earth,False,55 Cancri e,26.0,False,620.0,0.0,187.0,0.0,1304.0,False,F,232.0,P,1146,1
Europa,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,True,B,42.0,P,1147,1
Europa,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,True,C,42.0,P,1148,1
Europa,False,55 Cancri e,28.82793046746535,False,0.0,122.0,2138.0,7368.0,1213.0,False,C,42.0,P,1148,2
Europa,False,TRAPPIST-1e,30.0,False,0.0,5225.0,0.0,8.0,1933.0,False,C,42.0,P,1148,3
Europa,False,55 Cancri e,39.0,False,0.0,5212.0,2.0,118.0,61.0,True,F,82.0,S,1148,4
Europa,True,Unknown,14.0,False,0.0,0.0,0.0,0.0,0.0,True,C,42.0,P,1148,5
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,C,42.0,P,1148,6
Europa,False,55 Cancri e,34.0,False,2386.0,841.0,76.0,26.0,1693.0,False,C,42.0,P,1148,7
Earth,False,55 Cancri e,8.0,False,0.0,0.0,0.0,0.0,0.0,True,G,178.0,S,1149,1
Earth,False,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,False,G,178.0,S,1149,2
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,G,178.0,S,1149,3
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,False,G,178.0,S,1149,4
Earth,False,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,False,G,178.0,S,1149,5
Earth,True,55 Cancri e,16.0,False,0.0,0.0,0.0,0.0,0.0,False,G,179.0,S,1150,1
Mars,False,TRAPPIST-1e,41.0,False,29.0,0.0,1095.0,0.0,4.0,False,F,218.0,S,1152,1
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,174.0,P,1153,1
Europa,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,B,43.0,P,1154,1
Europa,True,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,True,B,43.0,P,1154,2
Europa,True,55 Cancri e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,B,43.0,P,1154,3
Earth,False,TRAPPIST-1e,26.0,False,131.0,799.0,0.0,0.0,16.0,False,F,233.0,P,1155,1
Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,True,G,175.0,P,1155,2
Europa,False,TRAPPIST-1e,27.0,False,0.0,2987.0,2.0,3072.0,67.0,False,B,47.0,S,1156,1
Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,True,B,47.0,S,1156,2
Europa,False,55 Cancri e,28.0,False,0.0,11330.0,72.0,43.0,461.0,True,B,48.0,S,1161,1
Europa,False,55 Cancri e,19.0,False,0.0,1291.0,0.0,16139.0,687.0,False,B,48.0,S,1161,2
Europa,False,TRAPPIST-1e,31.0,False,0.0,1847.0,0.0,103.0,694.0,True,C,45.0,S,1162,1
Earth,False,55 Cancri e,35.0,False,0.0,1328.0,5.0,0.0,7.0,True,F,235.0,P,1163,1
Europa,False,55 Cancri e,46.0,False,0.0,7201.0,0.0,32.0,2587.0,False,B,44.0,P,1165,1
Europa,False,TRAPPIST-1e,37.0,False,636.0,333.0,0.0,205.0,67.0,False,B,44.0,P,1165,2
Europa,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,True,B,44.0,P,1165,3
Europa,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,True,B,44.0,P,1165,4
Europa,False,55 Cancri e,30.0,False,0.0,3564.0,926.0,1.0,1920.0,False,C,43.0,P,1166,1
Mars,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,F,236.0,P,1167,1
Earth,False,TRAPPIST-1e,16.0,False,0.0,58.0,12.0,68.0,653.0,False,E,69.0,P,1168,1
Mars,False,TRAPPIST-1e,40.0,False,2357.0,0.0,9.0,0.0,0.0,False,F,221.0,S,1169,1
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,279.0,0.0,512.0,False,E,83.0,S,1170,1
Earth,False,PSO J318.5-22,24.0,False,96.0,592.0,12.0,0.0,0.0,True,G,182.0,S,1173,1
Earth,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,G,176.0,P,1174,1
Mars,True,TRAPPIST-1e,34.0,False,0.0,0.0,0.0,0.0,0.0,True,F,223.0,S,1175,1
Europa,True,TRAPPIST-1e,59.0,False,0.0,0.0,0.0,0.0,0.0,True,C,44.0,P,1177,1
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,600.0,0.0,0.0,False,F,224.0,S,1178,1
Europa,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,B,49.0,S,1179,1
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,957.0,4.0,0.0,False,F,225.0,S,1180,1
Mars,True,55 Cancri e,64.0,False,0.0,0.0,0.0,0.0,0.0,True,F,237.0,P,1182,1
Mars,False,TRAPPIST-1e,24.0,False,2997.0,0.0,3.0,0.0,7.0,True,E,70.0,P,1182,2
Mars,False,TRAPPIST-1e,23.0,False,60.0,1356.0,0.0,0.0,0.0,True,F,237.0,P,1182,3
Mars,False,TRAPPIST-1e,30.0,False,0.0,0.0,0.0,679.0,0.0,False,E,71.0,P,1185,1
Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,True,G,183.0,S,1186,1
Earth,False,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G,183.0,S,1186,2
Earth,True,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,False,G,183.0,S,1186,3
Earth,False,TRAPPIST-1e,48.0,False,0.0,33.0,654.0,0.0,113.0,True,F,227.0,S,1186,4
Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,False,G,183.0,S,1186,5
Earth,False,TRAPPIST-1e,30.0,False,0.0,575.0,180.0,4.0,44.0,False,F,228.0,S,1187,1
Earth,False,TRAPPIST-1e,10.0,False,0.0,0.0,0.0,0.0,0.0,False,G,184.0,S,1187,2
Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,False,G,184.0,S,1187,3
Europa,False,TRAPPIST-1e,58.0,False,204.0,4227.0,0.0,3026.0,61.0,False,C,46.0,P,1188,1
Earth,False,TRAPPIST-1e,52.0,False,0.0,243.0,464.0,71.0,8.0,True,E,72.0,P,1190,1
Earth,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,1583.0,False,F,229.0,S,1191,1
Earth,False,TRAPPIST-1e,32.0,False,600.0,670.0,0.0,187.0,0.0,False,F,238.0,P,1192,1
Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,True,B,50.0,S,1193,1
Europa,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,True,B,50.0,S,1193,2
Earth,False,55 Cancri e,28.0,False,2.0,558.0,0.0,0.0,0.0,True,F,239.0,P,1195,1
Europa,False,55 Cancri e,32.0,True,0.0,122.0,3700.0,337.0,1388.0,False,B,45.0,P,1197,1
Mars,False,TRAPPIST-1e,28.0,False,42.0,1116.0,0.0,0.0,0.0,True,F,82.0,S,1198,1
Earth,False,TRAPPIST-1e,16.0,False,0.0,0.0,752.0,0.0,235.0,False,E,73.0,P,1199,1
Europa,False,55 Cancri e,50.0,True,0.0,5473.0,0.0,703.0,6381.0,False,B,51.0,S,1203,1
Earth,False,TRAPPIST-1e,20.0,False,71.0,8.0,513.0,354.0,0.0,False,F,241.0,P,1206,1
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,6.0,30.0,200.0,False,G,178.0,P,1208,1
Earth,True,TRAPPIST-1e,45.0,False,0.0,0.0,0.0,0.0,0.0,True,G,179.0,P,1210,1
Earth,False,TRAPPIST-1e,23.0,False,393.0,510.0,0.0,0.0,5.0,False,G,179.0,P,1210,2
Earth,True,PSO J318.5-22,53.0,False,0.0,0.0,0.0,0.0,0.0,False,G,186.0,S,1211,1
Earth,True,TRAPPIST-1e,8.0,False,0.0,0.0,0.0,0.0,0.0,False,G,186.0,S,1211,2
Earth,True,TRAPPIST-1e,6.0,False,0.0,0.0,0.0,0.0,0.0,True,G,186.0,S,1211,3
Earth,True,TRAPPIST-1e,3.0,False,0.0,0.0,0.0,0.0,0.0,False,G,186.0,S,1211,4
Earth,False,55 Cancri e,13.0,False,1.0,212.0,843.0,78.0,10.0,True,F,232.0,S,1211,5
Earth,True,TRAPPIST-1e,60.0,False,0.0,0.0,0.0,0.0,0.0,False,G,186.0,S,1211,6
Earth,False,55 Cancri e,1.0,False,0.0,0.0,0.0,0.0,0.0,True,G,186.0,S,1211,7
Earth,False,TRAPPIST-1e,40.0,False,0.0,1.0,195.0,560.0,0.0,False,G,180.0,P,1212,1
Earth,False,TRAPPIST-1e,51.0,False,0.0,0.0,800.0,0.0,4.0,True,F,242.0,P,1213,1
Earth,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,True,G,181.0,P,1214,1
Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,True,G,187.0,S,1215,1
Earth,False,TRAPPIST-1e,20.0,False,65.0,905.0,0.0,0.0,0.0,True,G,182.0,P,1216,1
Earth,False,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,2143.0,7.0,False,F,243.0,P,1218,1
Europa,False,TRAPPIST-1e,23.0,False,0.0,592.0,0.0,345.0,810.0,False,E,76.0,P,1220,1
Earth,False,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,False,G,188.0,S,1221,1
Earth,False,TRAPPIST-1e,20.0,False,0.0,0.0,0.0,1608.0,1.0,False,E,87.0,S,1221,2
Earth,False,TRAPPIST-1e,75.0,False,0.0,493.0,0.0,131.0,132.0,False,G,183.0,P,1222,1
Europa,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,True,C,48.0,S,1223,1
Earth,False,TRAPPIST-1e,18.0,False,2.0,1311.0,60.0,28.0,1.0,True,F,244.0,P,1225,1
Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,True,F,82.0,S,1228,1
Mars,False,TRAPPIST-1e,59.0,False,142.0,0.0,907.0,0.0,0.0,True,E,89.0,S,1228,2
Earth,False,TRAPPIST-1e,27.0,False,0.0,0.0,863.0,33.0,2.0,True,F,245.0,P,1229,1
Earth,False,TRAPPIST-1e,38.0,False,354.0,34.0,0.0,291.0,229.0,False,G,189.0,S,1230,1
Mars,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,False,E,77.0,P,1231,1
Europa,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,True,C,49.0,S,1232,1
Europa,False,55 Cancri e,29.0,False,0.0,42.0,0.0,4651.0,661.0,False,C,49.0,S,1232,2
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,184.0,P,1233,1
Earth,False,PSO J318.5-22,23.0,False,0.0,0.0,1250.0,0.0,0.0,True,F,236.0,S,1234,1
Earth,False,TRAPPIST-1e,32.0,False,27.0,393.0,1061.0,27.0,0.0,True,F,237.0,S,1235,1
Earth,False,55 Cancri e,21.0,False,614.0,43.0,0.0,1.0,0.0,False,F,246.0,P,1236,1
Europa,False,TRAPPIST-1e,26.0,False,0.0,1026.0,3301.0,831.0,356.0,True,C,50.0,S,1238,1
Europa,True,TRAPPIST-1e,61.0,False,0.0,0.0,0.0,0.0,0.0,True,B,53.0,S,1238,2
Earth,False,PSO J318.5-22,30.0,False,585.0,13.0,122.0,40.0,105.0,True,E,78.0,P,1239,1
Earth,False,TRAPPIST-1e,40.0,False,889.0,185.0,0.0,0.0,28.0,True,F,238.0,S,1240,1
Europa,False,55 Cancri e,37.0,False,0.0,4677.0,0.0,115.0,223.0,True,C,48.0,P,1242,1
Europa,False,TRAPPIST-1e,41.0,False,0.0,4224.0,0.0,1374.0,1281.0,False,A,9.0,P,1243,1
Europa,False,TRAPPIST-1e,32.0,False,8168.0,69.0,11.0,371.0,0.0,False,A,9.0,P,1243,2
Earth,False,TRAPPIST-1e,30.0,False,0.0,192.0,0.0,565.0,0.0,False,G,185.0,P,1246,1
Earth,False,PSO J318.5-22,27.0,False,0.0,0.0,0.0,0.0,0.0,True,F,239.0,S,1248,1
Earth,False,TRAPPIST-1e,22.0,False,0.0,17.0,0.0,61.0,567.0,False,F,240.0,S,1250,1
Mars,False,TRAPPIST-1e,54.0,False,704.0,0.0,431.0,0.0,47.0,False,D,44.0,S,1254,1
Mars,False,TRAPPIST-1e,27.0,False,4.0,0.0,896.0,229.0,0.0,False,F,241.0,S,1254,2
Mars,True,TRAPPIST-1e,52.0,False,0.0,0.0,0.0,0.0,0.0,True,F,242.0,S,1255,1
Mars,True,TRAPPIST-1e,15.0,False,0.0,0.0,0.0,0.0,0.0,True,F,242.0,S,1255,2
Mars,False,TRAPPIST-1e,27.0,False,1277.0,0.0,1.0,10.0,9.0,False,E,92.0,S,1256,1
Europa,False,55 Cancri e,30.0,False,0.0,3628.0,289.0,1737.0,4987.0,False,A,10.0,P,1258,1
Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,619.0,0.0,142.0,False,F,243.0,S,1259,1
Earth,True,PSO J318.5-22,22.0,False,0.0,0.0,0.0,0.0,0.0,True,G,186.0,P,1260,1
Europa,False,55 Cancri e,43.0,False,1365.0,3106.0,0.0,50.0,2313.0,False,C,49.0,P,1261,1
Mars,False,TRAPPIST-1e,25.0,False,1084.0,1.0,66.0,0.0,5.0,False,F,244.0,S,1263,1
Earth,False,TRAPPIST-1e,51.0,False,0.0,1.0,0.0,51.0,945.0,False,E,79.0,P,1264,1
Earth,True,PSO J318.5-22,34.0,False,0.0,0.0,0.0,0.0,0.0,True,G,191.0,S,1267,1
Mars,False,TRAPPIST-1e,21.0,False,2066.0,0.0,15.0,0.0,1.0,False,E,80.0,P,1269,1
Earth,True,PSO J318.5-22,21.0,False,0.0,0.0,0.0,0.0,0.0,False,G,189.0,P,1271,1
Earth,False,TRAPPIST-1e,23.0,False,0.0,0.0,0.0,759.0,0.0,False,F,246.0,S,1273,1
Earth,False,55 Cancri e,38.0,False,0.0,0.0,591.0,40.0,173.0,False,F,254.0,P,1274,1
